no,category,word,part of speech,cefr,meaning,oxford,academic
3743,R,ride,noun,A2,ขี่,1,0
3744,R,ridiculous,adjective,B2,น่าขัน,0,0
3745,R,rifle,noun,C1,ปืนไรเฟิล,0,0
3746,R,right,adjective,A1,ขวา,1,0
3747,R,ring,noun,A2,แหวน,1,0
3748,R,riot,noun,C1,จลาจล,0,0
3749,R,rip,verb,C1,ฉีก,0,0
3750,R,rise,noun,B1,ลุกขึ้น สูงขึ้น,1,0
3751,R,risk,noun,B1,เสี่ยง,1,0
3752,R,risky,adjective,B2,เสี่ยง,0,0
3753,R,ritual,noun,C1,พิธีกรรม,0,0
3754,R,rival,adjective,B2,คู่ต่อสู้ เป็นคู่แข่ง แข่งขัน,0,0
3755,R,river,noun,A1,แม่น้ำ,1,0
3756,R,road,noun,A1,ถนน,1,0
3757,R,rob,verb,B2,ปล้น,0,0
3758,R,robbery,noun,B2,การปล้น,0,0
3759,R,robot,noun,B1,หุ่นยนต์,1,0
3760,R,robust,adjective,C1,แข็งแรง,0,0
3761,R,rock,noun,A2,หิน,1,0
3762,R,rocket,noun,B2,จรวด,0,0
3763,R,rod,noun,C1,ไม้เท้า,0,0
3764,R,role,noun,A2,บทบาท,1,1
3765,R,roll,noun,B1,ม้วน,1,0
3766,R,romance,noun,B2,ความรัก,0,0
3767,R,romantic,adjective,B1,โรแมนติก,1,0
3768,R,roof,noun,A2,หลังคา,1,0
3769,R,room,noun,A1,ห้อง,1,0
3770,R,root,noun,B2,ราก,1,0
3771,R,rope,noun,B1,เชือก,1,0
3772,R,rose,noun,B2,ดอกกุหลาบ,0,0
3773,R,rotate,verb,C1,หมุน,0,0
3774,R,rotation,noun,C1,การหมุน,0,0
3775,R,rough,adjective,B1,ขรุขระ,1,0
3776,R,roughly,adverb,B2,อย่างคร่าวๆ,0,0
3777,R,round,adjective,A2,กลม,1,0
3778,R,route,noun,A2,เส้นทาง,1,1
3779,R,routine,adjective,B2,กิจวัตรประจำวัน,1,0
3780,R,row,noun,B1,แถว,1,0
3781,R,royal,adjective,B1,พระราชินี,1,0
3782,R,rub,verb,B2,ถู,1,0
3783,R,rubber,adjective,B2,ยาง,1,0
3784,R,rubbish,noun,A2,ของเสีย สิ่งที่ไร้ค่า สิ่งไร้สาระ,1,0
3785,R,rude,adjective,A2,หยาบคาย,1,0
3786,R,rugby,noun,B1,รักบี้,1,0
3787,R,ruin,noun,B2,ทำลาย,0,0
3788,R,rule,noun,A1,กฎ,1,0
3789,R,ruling,noun,C1,การปกครอง,0,0
3790,R,rumour,noun,C1,ข่าวลือ,0,0
3791,R,run,noun,A2,วิ่ง,1,0
3792,R,runner,noun,A2,นักวิ่ง,1,0
3793,R,running,noun,A2,วิ่ง,1,0
3794,R,rural,adjective,B2,เกี่ยวกับชนบท เกี่ยวกับการเกษตร,1,0
3795,R,rush,noun,B2,รีบ,1,0
3796,S,sack,verb,C1,กระสอบ,0,0
3797,S,sacred,adjective,C1,ศักดิ์สิทธิ์,0,0
3798,S,sacrifice,noun,C1,เสียสละ,0,0
3799,S,sad,adjective,A1,เศร้า,1,0
3800,S,sadly,adverb,A2,เศร้า,1,0
3801,S,safe,adjective,A2,ปลอดภัย,1,0
3802,S,safety,noun,B1,ความปลอดภัย,1,0
3803,S,sail,noun,B1,การเดินทาง ใบเรือ แล่นเรือ,1,0
3804,S,sailing,noun,A2,การแล่นเรือใบ,1,0
3805,S,sailor,noun,B1,กะลาสี,1,0
3806,S,saint,noun,C1,นักบุญ,0,0
3807,S,sake,noun,C1,เหล้าสาเก,0,0
3808,S,salad,noun,A1,สลัด,1,0
3809,S,salary,noun,A2,เงินเดือน,1,0
3810,S,sale,noun,A2,ขาย,1,0
3811,S,salt,noun,A1,เกลือ,1,0
3812,S,same,adjective,A1,เดียวกัน,1,0
3813,S,sample,noun,B1,ตัวอย่าง,1,0
3814,S,sanction,noun,C1,การลงโทษ,0,0
3815,S,sand,noun,B1,ทราย,1,0
3816,S,sandwich,noun,A1,แซนวิช,1,0
3817,S,satellite,noun,B2,ดาวเทียม,1,0
3818,S,satisfaction,noun,B2,ความพอใจ การแก้แค้น สิ่งที่ชดเชย,0,0
3819,S,satisfied,adjective,B2,พอใจ,1,0
3820,S,satisfy,verb,B2,ทำให้พอใจ ทำให้แน่ใจ แก้ปัญหา ชำระหนี้ ชดเชย,1,0
3821,S,Saturday,noun,A1,วันเสาร์,1,0
3822,S,sauce,noun,A2,ซอส,1,0
3823,S,save,verb,A2,บันทึก,1,0
3824,S,saving,noun,B2,ประหยัด,1,0
3825,S,say,verb,A1,พูด,1,0
3826,S,scale,noun,B2,มาตราส่วน,1,0
3827,S,scan,verb,B1,สแกน,1,0
3828,S,scandal,noun,B2,เรื่องอื้อฉาว,0,0
3829,S,scare,noun,B2,ทำให้ตกใจ,0,0
3830,S,scared,adjective,A2,กลัว,1,0
3831,S,scary,adjective,A2,น่ากลัว,1,0
3832,S,scattered,adjective,C1,กระจัดกระจาย,0,0
3833,S,scenario,noun,B2,สถานการณ์,0,1
3834,S,scene,noun,A2,ฉาก,1,0
3835,S,sceptical,adjective,C1,ไม่เชื่อ,0,0
3836,S,schedule,noun,A2,กำหนดการ,1,1
3837,S,scheme,noun,B2,แผนการ,1,1
3838,S,scholar,noun,B2,นักวิชาการ,0,0
3839,S,scholarship,noun,B2,ทุนการศึกษา,0,0
3840,S,school,noun,A1,โรงเรียน,1,0
3841,S,science,noun,A1,ศาสตร์,1,0
3842,S,scientific,adjective,B1,เกี่ยวกับวิทยาศาสตร์,1,0
3843,S,scientist,noun,A1,นักวิทยาศาสตร์,1,0
3844,S,scope,noun,C1,ขอบเขต,0,1
3845,S,score,noun,A2,คะแนน,1,0
3846,S,scratch,noun,B2,รอยข่วน ครูด ขีด ดำเนินชีวิตไปด้วยความลำบากมาก,0,0
3847,S,scream,noun,B2,กรีดร้อง,1,0
3848,S,screen,noun,A2,หน้าจอ,1,0
3849,S,screening,noun,B2,การคัดกรอง,0,0
3850,S,screw,noun,C1,สกรู,0,0
3851,S,script,noun,B1,สคริปต์,1,0
3852,S,scrutiny,noun,C1,การตรวจสอบข้อเท็จจริง,0,0
3853,S,sculpture,noun,B1,ประติมากรรม,1,0
3854,S,sea,noun,A1,ทะเล,1,0
3855,S,seal,noun,C1,ผนึก,0,0
3856,S,search,noun,A2,ค้นหา,1,0
3857,S,season,noun,A2,ฤดูกาล,1,0
3858,S,seat,noun,A2,ที่นั่ง,1,0
3859,S,second,adverb,A2,ที่สอง,1,0
3860,S,secondary,adjective,B1,รอง,1,0
3861,S,secondly,adverb,A2,ประการที่สอง,1,0
3862,S,secret,adjective,A2,ความลับ เคล็ดลับ,1,0
3863,S,secretary,noun,A2,เลขานุการ,1,0
3864,S,section,noun,A1,ส่วน,1,1
3865,S,sector,noun,B2,ภาค,1,1
3866,S,secular,adjective,C1,ฆราวาส,0,0
3867,S,secure,adjective,B2,มั่นใจ ปลอดภัย ป้องกัน รับประกัน,1,0
3868,S,security,noun,B1,ความปลอดภัย,1,1
3869,S,see,verb,A1,ดู,1,0
3870,S,seed,noun,B1,เมล็ด,1,0
3871,S,seek,verb,B2,แสวงหา,1,0
3872,S,seeker,noun,B2,ผู้แสวงหา,0,0
3873,S,seem linking,verb,A2,ดูเหมือนการเชื่อมโยง,1,0
3874,S,seemingly,adverb,C1,ดูเหมือน,0,0
3875,S,segment,noun,C1,ส่วน,0,0
3876,S,seize,verb,C1,ยึด,0,0
3877,S,seldom,adverb,C1,ไม่ค่อย,0,0
3878,S,select,verb,B2,คัดเลือก,1,1
3879,S,selection,noun,B2,การเลือก,1,0
3880,S,selective,adjective,C1,เลือกสรร,0,0
3881,S,self,noun,B2,ตัวเอง,1,0
3882,S,sell,verb,A1,ขาย,1,0
3883,S,seminar,noun,B2,กลุ่มสัมนา การสัมนา,0,0
3884,S,senator,noun,C1,วุฒิสมาชิก,0,0
3885,S,send,verb,A1,ส่ง,1,0
3886,S,senior,adjective,B2,อาวุโส,1,0
3887,S,sensation,noun,C1,ความรู้สึก,0,0
3888,S,sense,noun,A2,ความรู้สึก,1,0
3889,S,sensible,adjective,B1,มีเหตุผล ฉลาด มากมาย สามารถรู้สึกได้ไวต่อสิ่งกระตุ้น,1,0
3890,S,sensitive,adjective,B2,อ่อนไหว,1,0
3891,S,sensitivity,noun,C1,ความไว,0,0
3892,S,sentence,noun,A1,ประโยค,1,0
3893,S,sentiment,noun,C1,ความเชื่อมั่น,0,0
3894,S,separate,adjective,A2,แบ่งแยก แยกทาง,1,0
3895,S,separation,noun,C1,การแบ่งแยก,0,0
3896,S,September,noun,A1,กันยายน,1,0
3897,S,sequence,noun,B2,ลำดับ,1,1
3898,S,serial,adjective,C1,เป็นลำดับ,0,0
3899,S,series,noun,A2,ชุด,1,1
3900,S,serious,adjective,A2,จริงจัง,1,0
3901,S,seriously,adverb,B1,อย่างจริงจัง,1,0
3902,S,servant,noun,B1,คนรับใช้ ลูกจ้าง ข้าราชการ,1,0
3903,S,serve,verb,A2,รับใช้ บริการ,1,0
3904,S,service,noun,A2,บริการ,1,0
3905,S,session,noun,B2,การประชุม,1,0
3906,S,set,noun,B1,ชุด,1,0
3907,S,setting,noun,B1,การตั้งค่า,1,0
3908,S,settle,verb,B2,ชำระ,1,0
3909,S,settlement,noun,C1,การตั้งถิ่นฐาน,0,0
3910,S,settler,noun,B2,ไม้ตาย,0,0
3911,S,set-up,noun,C1,ติดตั้ง,0,0
3912,S,several,determiner,A2,หลาย,1,0
3913,S,severe,adjective,B2,รุนแรง,1,0
3914,S,severely,adverb,B2,อย่างรุนแรง,0,0
3915,S,sex,noun,B1,เพศ,1,1
3916,S,sexual,adjective,B1,ทางเพศ,1,0
3917,S,sexuality,noun,C1,เรื่องเพศ,0,0
3918,S,sexy,adjective,B2,เซ็กซี่,0,0
3919,S,shade,noun,B2,ร่มเงา,1,0
3920,S,shadow,noun,B2,เงา,1,0
3921,S,shake,noun,B1,สั่นคลอน,1,0
3922,S,shall,modal verb,A2,จะ,1,0
3923,S,shallow,adjective,B2,ตื้น,1,0
3924,S,shame,noun,B2,ความอัปยศ,1,0
3925,S,shape,noun,A2,รูปร่าง,1,0
3926,S,shaped,adjective,B2,รูปทรง,0,0
3927,S,share,noun,B1,แบ่งปัน,1,0
3928,S,shareholder,noun,C1,ผู้ถือหุ้น,0,0
3929,S,sharp,adjective,B1,คม,1,0
3930,S,shatter,verb,C1,ป่นปี้,0,0
3931,S,she,pronoun,A1,เธอ,1,0
3932,S,shed,verb,C1,โรงเก็บของ,0,0
3933,S,sheep,noun,A1,แกะ,1,0
3934,S,sheer,adjective,C1,ที่แท้จริง,0,0
3935,S,sheet,noun,A2,แผ่น,1,0
3936,S,shelf,noun,B1,ชั้นวาง,1,0
3937,S,shell,noun,B1,เปลือก,1,0
3938,S,shelter,noun,B2,ที่หลบภัย,1,0
3939,S,shift,noun,B1,กะ,1,1
3940,S,shine,verb,B1,ส่องแสง,1,0
3941,S,shiny,adjective,B1,มันวาว,1,0
3942,S,ship,noun,A2,เรือ,1,0
3943,S,shipping,noun,C1,การส่งสินค้า,0,0
3944,S,shirt,noun,A1,เสื้อ,1,0
3945,S,shock,noun,B2,ทำให้ตกใจ,1,0
3946,S,shocked,adjective,B2,น่าตกใจ,1,0
3947,S,shocking,adjective,B2,ที่น่าตกใจ,0,0
3948,S,shoe,noun,A1,รองเท้า,1,0
3949,S,shoot,verb,B1,ยิง,1,0
3950,S,shooting,noun,B2,การยิง,1,0
3951,S,shop,noun,A1,ร้านค้า,1,0
3952,S,shopping,noun,A1,ช้อปปิ้ง,1,0
3953,S,shore,noun,B2,ชายฝั่ง,0,0
3954,S,short,adjective,A1,สั้น,1,0
3955,S,shortage,noun,B2,ความขาดแคลน จำนวนที่ไม่เพียงพอ,0,0
3956,S,shortly,adverb,B2,ในเวลาสั้น ๆ,0,0
3957,S,short-term,adjective,B2,ช่วงเวลาสั้น ๆ,0,0
3958,S,shot,noun,B2,การยิง,1,0
3959,S,should,modal verb,A1,ควร,1,0
3960,S,shoulder,noun,A2,ไหล่,1,0
3961,S,shout,noun,A2,ตะโกน,1,0
3962,S,show,noun,A1,แสดง,1,0
3963,S,shower,noun,A1,อาบน้ำ,1,0
3964,S,shrink,verb,C1,การหดตัว ความกลัว ทำให้ลดลง,0,0
3965,S,shrug,verb,C1,ยัก,0,0
3966,S,shut,adjective,A2,ปิด,1,0
3967,S,shy,adjective,B1,อาย,1,0
3968,S,sibling,noun,B2,พี่น้อง,0,0
3969,S,sick,adjective,A1,ป่วย,1,0
3970,S,side,noun,A2,ด้านข้าง,1,0
3971,S,sigh,noun,C1,ถอนหายใจ,0,0
3972,S,sight,noun,B1,ภาพ,1,0
3973,S,sign,noun,A2,เข้าสู่ระบบ,1,0
3974,S,signal,noun,B1,สัญญาณ,1,0
3975,S,signature,noun,B2,ลายมือชื่อ สัญญาณ สัญลักษณ์,0,0
3976,S,significance,noun,B2,ความสำคัญ,0,0
3977,S,significant,adjective,B2,สำคัญ มีความหมาย,1,1
3978,S,significantly,adverb,B2,อย่างสำคัญ,1,0
3979,S,silence,noun,B2,ความเงียบ,1,0
3980,S,silent,adjective,B1,เงียบ,1,0
3981,S,silk,noun,B2,ผ้าไหม,1,0
3982,S,silly,adjective,B1,โง่,1,0
3983,S,silver,adjective,A2,เงิน,1,0
3984,S,similar,adjective,A1,คล้ายกัน,1,1
3985,S,similarity,noun,B1,ความคล้ายคลึงกัน,1,0
3986,S,similarly,adverb,B1,ในทำนองเดียวกัน,1,0
3987,S,simple,adjective,A2,เรียบง่าย,1,0
3988,S,simply,adverb,B1,อย่างง่าย,1,0
3989,S,simulate,verb,C1,จำลอง,0,0
3990,S,simulation,noun,C1,การจำลอง,0,1
3991,S,simultaneously,adverb,C1,พร้อมกัน,0,0
3992,S,sin,noun,C1,บาป,0,0
3993,S,since,adverb,B1,เนื่องจาก,1,0
3994,S,sincere,adjective,B2,จริงใจ,1,0
3995,S,sing,verb,A1,ร้องเพลง,1,0
3996,S,singer,noun,A1,นักร้อง,1,0
3997,S,singing,noun,A2,การร้องเพลง,1,0
3998,S,single,adjective,A2,เดี่ยว,1,0
3999,S,sink,verb,B1,จม,1,0
4000,S,sir,noun,A2,ท่าน,1,0
4001,S,sister,noun,A1,น้องสาว,1,0
4002,S,sit,verb,A1,นั่ง,1,0
4003,S,site,noun,A2,เว็บไซต์,1,1
4004,S,situated,adjective,C1,ตั้งอยู่,0,0
4005,S,situation,noun,A1,สถานการณ์,1,0
4006,S,size,noun,A2,ขนาด,1,0
4007,S,sketch,noun,C1,ร่าง,0,0
4008,S,ski,adjective,A2,สกี,1,0
4009,S,skiing,noun,A2,การเล่นสกี,1,0
4010,S,skill,noun,A1,ทักษะ,1,0
4011,S,skilled,adjective,B2,มีฝีมือ,0,0
4012,S,skin,noun,A2,ผิว,1,0
4013,S,skip,verb,C1,ข้าม,0,0
4014,S,skirt,noun,A1,กระโปรง,1,0
4015,S,skull,noun,B2,กะโหลกศีรษะ,0,0
4016,S,sky,noun,A2,ท้องฟ้า,1,0
4017,S,slam,verb,C1,กระแทก,0,0
4018,S,slap,verb,C1,ตบ,0,0
4019,S,slash,verb,C1,สาด,0,0
4020,S,slave,noun,B2,ทาส,1,0
4021,S,slavery,noun,C1,การเป็นทาส,0,0
4022,S,sleep,noun,A2,นอน,1,0
4023,S,slice,noun,B1,ชิ้น,1,0
4024,S,slide,noun,B2,เลื่อน,1,0
4025,S,slight,adjective,B2,เล็กน้อย,1,0
4026,S,slightly,adverb,B1,เล็กน้อย,1,0
4027,S,slip,verb,B2,ลื่น,1,0
4028,S,slogan,noun,B2,คำขวัญ,0,0
4029,S,slope,noun,B2,ความลาดชัน,1,0
4030,S,slot,noun,C1,ช่องเสียบ,0,0
4031,S,slow,adjective,A1,ช้า,1,0
4032,S,slowly,adverb,A2,ช้า,1,0
4033,S,small,adjective,A1,เล็ก,1,0
4034,S,smart,adjective,B1,ปราดเปรื่อง,1,0
4035,S,smartphone,noun,A2,สมาร์ทโฟน,1,0
4036,S,smash,verb,C1,การชน,0,0
4037,S,smell,noun,A2,กลิ่น,1,0
4038,S,smile,noun,A2,รอยยิ้ม,1,0
4039,S,smoke,noun,A2,ควัน,1,0
4040,S,smoking,noun,A2,การสูบบุหรี่,1,0
4041,S,smooth,adjective,B1,เรียบ,1,0
4042,S,snake,noun,A1,งู,1,0
4043,S,snap,verb,C1,ตะครุบ,0,0
4044,S,snow,noun,A1,หิมะ,1,0
4045,S,so,adverb,A1,ดังนั้น,1,0
4046,S,soak,verb,C1,แช่,0,0
4047,S,soap,noun,A2,สบู่,1,0
4048,S,soar,verb,C1,ทะยาน,0,0
4049,S,so-called,adjective,B2,ที่เรียกว่า,0,1
4050,S,soccer,noun,A2,ฟุตบอล,1,0
4051,S,social,adjective,A2,ทางสังคม,1,0
4052,S,socialist,adjective,C1,นักสังคมนิยม,0,0
4053,S,society,noun,A2,สังคม,1,0
4054,S,sock,noun,A2,ถุงเท้า,1,0
4055,S,soft,adjective,A2,อ่อนนุ่ม,1,0
4056,S,software,noun,B1,ซอฟต์แวร์,1,0
4057,S,soil,noun,B1,ดิน,1,0
4058,S,solar,adjective,B2,แสงอาทิตย์,1,0
4059,S,soldier,noun,A2,ทหาร,1,0
4060,S,sole,adjective,C1,เพียงผู้เดียว,0,0
4061,S,solely,adverb,C1,เท่านั้น,0,1
4062,S,solicitor,noun,C1,ทนายความ,0,0
4063,S,solid,adjective,B1,แข็ง,1,0
4064,S,solidarity,noun,C1,ความเป็นปึกแผ่น,0,0
4065,S,solo,adjective,C1,เดี่ยว,0,0
4066,S,solution,noun,A2,สารละลาย,1,0
4067,S,solve,verb,A2,แก้ปัญหา,1,0
4068,S,some,determiner,A1,บาง,1,0
4069,S,somebody,pronoun,A1,ใครบางคน,1,0
4070,S,somehow,adverb,B2,อย่างใด,0,0
4071,S,someone,pronoun,A1,บางคน,1,0
4072,S,something,pronoun,A1,บางสิ่งบางอย่าง,1,0
4073,S,sometime,adverb,B2,บางครั้ง,0,0
4074,S,sometimes,adverb,A1,บางครั้ง,1,0
4075,S,somewhat,adverb,B2,ค่อนข้าง,1,1
4076,S,somewhere,adverb,A2,ที่ไหนสักแห่ง,1,0
4077,S,son,noun,A1,ลูกชาย,1,0
4078,S,song,noun,A1,เพลง,1,0
4079,S,soon,adverb,A1,เร็วๆ นี้,1,0
4080,S,sophisticated,adjective,B2,ซึ่งเจนโลก ลึกซึง ซับซ้อน,0,0
4081,S,sorry,adjective,A1,ขอโทษ,1,0
4082,S,sort,noun,A2,เรียงลำดับ,1,0
4083,S,soul,noun,B2,วิญญาณ,1,0
4084,S,sound,noun,A1,เสียง,1,0
4085,S,soup,noun,A1,ซุป,1,0
4086,S,source,noun,A2,แหล่งที่มา,1,1
4087,S,south,adjective,A1,ใต้,1,0
4088,S,southern,adjective,B1,ภาคใต้,1,0
4089,S,sovereignty,noun,C1,อธิปไตย,0,0
4090,S,space,noun,A1,ช่องว่าง,1,0
4091,S,spam,noun,C1,สแปม,0,0
4092,S,span,noun,C1,ช่วง,0,0
4093,S,spare,adjective,B2,สำรอง,0,0
4094,S,spark,verb,C1,จุดประกาย,0,0
4095,S,speak,verb,A1,พูด,1,0
4096,S,speaker,noun,A2,ลำโพง,1,0
4097,S,special,adjective,A1,พิเศษ,1,0
4098,S,specialist,adjective,B2,ผู้เชี่ยวชาญ,1,0
4099,S,specialize,verb,B2,เชี่ยวชาญ,0,0
4100,S,specialized,adjective,C1,ที่มีความเชี่ยวชาญ,0,0
4101,S,species,noun,B2,สายพันธุ์,1,0
4102,S,specific,adjective,A2,โดยเฉพาะ เจาะจง,1,1
4103,S,specifically,adverb,B1,โดยเฉพาะ,1,0
4104,S,specification,noun,C1,ข้อมูลจำเพาะ,0,0
4105,S,specify,verb,B2,ระบุ,0,0
4106,S,specimen,noun,C1,ตัวอย่าง,0,0
4107,S,spectacle,noun,C1,ปรากฏการณ์,0,0
4108,S,spectacular,adjective,B2,งดงาม,0,0
4109,S,spectator,noun,B2,ผู้ชม,0,0
4110,S,spectrum,noun,C1,คลื่นความถี่,0,0
4111,S,speculate,verb,B2,พิจารณา เดา คาดการณ์ ค้าขาย,0,0
4112,S,speculation,noun,B2,การเก็งกำไร,0,0
4113,S,speech,noun,A2,คำพูด,1,0
4114,S,speed,noun,A2,ความเร็ว,1,0
4115,S,spell,verb,A1,สะกด,1,0
4116,S,spelling,noun,A1,การสะกดคำ,1,0
4117,S,spend,verb,A1,ใช้จ่าย,1,0
4118,S,spending,noun,B1,การใช้จ่าย,1,0
4119,S,sphere,noun,C1,ทรงกลม,0,1
4120,S,spice,noun,B2,เครื่องเทศ,0,0
4121,S,spicy,adjective,B1,เผ็ด,1,0
4122,S,spider,noun,A2,แมงมุม,1,0
4123,S,spill,verb,B2,หก,0,0
4124,S,spin,noun,C1,การหมุน,0,0
4125,S,spine,noun,C1,กระดูกสันหลัง,0,0
4126,S,spirit,noun,B1,วิญญาณ,1,0
4127,S,spiritual,adjective,B2,เกี่ยวกับจิตวิญญาณ,1,0
4128,S,spite,noun,B2,ทั้งสอง,0,0
4129,S,split,noun,B2,แยก,1,0
4130,S,spoil,verb,B2,ทำให้เสีย,0,0
4131,S,spoken,adjective,B1,พูด,1,0
4132,S,spokesman,noun,B2,โฆษก,0,0
4133,S,spokesperson,noun,B2,โฆษก,0,0
4134,S,spokeswoman,noun,B2,โฆษกหญิง,0,0
4135,S,sponsor,noun,B2,ผู้สนับสนุน,1,0
4136,S,sponsorship,noun,B2,การสนับสนุน,0,0
4137,S,spoon,noun,A2,ช้อน,1,0
4138,S,sport,noun,A1,กีฬา,1,0
4139,S,sporting,adjective,B2,การเล่นกีฬา,0,0
4140,S,spot,noun,B1,จุด,1,0
4141,S,spotlight,noun,C1,สปอตไลท์,0,0
4142,S,spouse,noun,C1,คู่สมรส,0,0
4143,S,spread,noun,B2,กระจาย ทำให้กระจาย แยกออก,1,0
4144,S,spring,noun,A1,ฤดูใบไม้ผลิ,1,0
4145,S,spy,noun,C1,สอดแนม,0,0
4146,S,squad,noun,C1,ทีม,0,0
4147,S,square,adjective,A2,สี่เหลี่ยม,1,0
4148,S,squeeze,verb,C1,บีบ,0,0
4149,S,stab,verb,C1,แทง,0,0
4150,S,stability,noun,C1,ความมั่นคง เสถียรภาพ ความเด็ดเดี่ยว,0,1
4151,S,stabilize,verb,C1,ทำให้เสถียร,0,0
4152,S,stable,adjective,B2,มั่นคง,1,0
4153,S,stadium,noun,B1,สนามกีฬา,1,0
4154,S,staff,noun,B1,ไม้เท้า เครื่องค้ำจุน คณะผู้ทำงาน,1,0
4155,S,stage,noun,A2,เวที,1,0
4156,S,stair,noun,A2,บันได,1,0
4157,S,stake,noun,C1,สเตค,0,0
4158,S,stall,noun,B2,คอกสัตว์ แผงลอย ข้ออ้าง การหน่วงเหนี่ยว ทำให้หยุด ติดขัด,0,0
4159,S,stamp,noun,A2,ประทับ,1,0
4160,S,stance,noun,B2,ท่าที,0,0
4161,S,stand,noun,B2,ยืน,1,0
4162,S,standard,adjective,B1,มาตรฐาน,1,0
4163,S,standing,adjective,C1,ยืน,0,0
4164,S,star,noun,A1,ดาว,1,0
4165,S,stare,verb,B2,จ้องมอง,1,0
4166,S,stark,adjective,C1,โดยสิ้นเชิง,0,0
4167,S,start,noun,A2,เริ่ม,1,0
4168,S,starve,verb,B2,อดอาหาร,0,0
4169,S,state,adjective,B1,สถานะ,1,0
4170,S,statement,noun,A1,คำแถลง,1,0
4171,S,station,noun,A1,สถานี,1,0
4172,S,statistic,noun,B1,สถิติ,1,0
4173,S,statistical,adjective,C1,เกี่ยวกับสถิติ,0,0
4174,S,statue,noun,B1,รูปปั้น,1,0
4175,S,status,noun,B2,สถานะ,1,1
4176,S,stay,noun,A2,อยู่,1,0
4177,S,steadily,adverb,B2,อย่างมั่นคง,0,0
4178,S,steady,adjective,B2,แน่นอน สม่ำเสมอ ต่อเนื่อง เด็ดเดี่ยว,1,0
4179,S,steal,verb,A2,ขโมย สิ่งที่ถูกขโมย การต่อรอง,1,0
4180,S,steam,noun,B2,ไอน้ำ,0,0
4181,S,steel,noun,B2,เหล็ก,1,0
4182,S,steep,adjective,B2,สูงชัน,1,0
4183,S,steer,verb,C1,คัดท้าย,0,0
4184,S,stem,noun,C1,ลำต้น,0,0
4185,S,step,noun,A2,ขั้นตอน,1,0
4186,S,stereotype,noun,C1,ทัศนคติ,0,0
4187,S,stick,noun,B1,ติด,1,0
4188,S,sticky,adjective,B2,เหนียว,1,0
4189,S,stiff,adjective,B2,แข็ง,1,0
4190,S,still,adjective,B1,นิ่ง,1,0
4191,S,stimulate,verb,B2,กระตุ้น ส่งเสริม ปลุกเร้า,0,0
4192,S,stimulus,noun,C1,สิ่งกระตุ้น,0,0
4193,S,stir,verb,C1,คน,0,0
4194,S,stock,noun,B2,คลังสินค้า,1,0
4195,S,stomach,noun,A2,ท้อง,1,0
4196,S,stone,noun,A2,หิน,1,0
4197,S,stop,noun,A1,หยุด,1,0
4198,S,storage,noun,C1,พื้นที่จัดเก็บ,0,0
4199,S,store,noun,A2,เก็บ,1,0
4200,S,storm,noun,A2,พายุ,1,0
4201,S,story,noun,A1,เรื่องราว,1,0
4202,S,straight,adjective,A2,ตรง,1,0
4203,S,straightforward,adjective,C1,ตรงไปตรงมา,0,1
4204,S,strain,noun,C1,ทำให้ตึง ทำให้เครียด ต้องการมากเกินไป,0,0
4205,S,strand,noun,C1,เส้นใย,0,0
4206,S,strange,adjective,A2,แปลก ต่างถิ่น ผิดตา ไม่รู้จัก,1,0
4207,S,stranger,noun,B1,คนแปลกหน้า,1,0
4208,S,strategic,adjective,C1,เชิงกลยุทธ์,0,0
4209,S,strategy,noun,A2,กลยุทธ์,1,0
4210,S,stream,noun,B2,ลำธาร,1,0
4211,S,street,noun,A1,ถนน,1,0
4212,S,strength,noun,B1,พลัง ความแข็งแรง ความหนักแน่น,1,0
4213,S,strengthen,verb,B2,เสริมสร้างความเข้มแข็ง,0,0
4214,S,stress,noun,A2,ความเครียด,1,1
4215,S,stretch,noun,B2,ยืด,1,0
4216,S,strict,adjective,B2,เข้มงวด แม่นยำ สมบูรณ์ รอบคอบ,1,0
4217,S,strictly,adverb,B2,อย่างเคร่งครัด,0,0
4218,S,strike,noun,B2,ปะทะ โจมตี ตกลง,1,0
4219,S,striking,adjective,C1,ที่โดดเด่น,0,0
4220,S,string,noun,B1,สาย,1,0
4221,S,strip,noun,C1,เปลื้องผ้า,0,0
4222,S,strive,verb,C1,บากบั่น พากเพียร,0,0
4223,S,stroke,noun,B2,จังหวะ,0,0
4224,S,strong,adjective,A1,แข็งแกร่ง,1,0
4225,S,strongly,adverb,B1,อย่างเข้มงวด,1,0
4226,S,structural,adjective,C1,เกี่ยวกับโครงสร้าง,0,0
4227,S,structure,noun,A2,โครงสร้าง,1,1
4228,S,struggle,noun,B2,การต่อสู้,1,0
4229,S,student,noun,A1,นักเรียน,1,0
4230,S,studio,noun,B1,สตูดิโอ,1,0
4231,S,study,noun,A1,ศึกษา,1,0
4232,S,stuff,noun,B1,สิ่งของ,1,0
4233,S,stumble,verb,C1,สะดุด,0,0
4234,S,stun,verb,C1,ทำให้ตกใจ,0,0
4235,S,stunning,adjective,B2,น่าทึ่ง,0,0
4236,S,stupid,adjective,A2,โง่,1,0
4237,S,style,noun,A1,สไตล์,1,0
4238,S,subject,adjective,B2,หัวข้อ ตัวหลัก มีแนวโน้ม อยู่ในความควบคุม ซึ่งขึ้นอยู่กับ นำไปสู่,1,0
4239,S,submission,noun,C1,การยอมจำนน,0,0
